Review,Sentiment
for my birthday and we had an excellent time.,Positive
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,Positive
"Stick to dimsum, not super overpriced noodles.",Neutral
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",Positive
I'm happy to have Nosh in the neighborhood and the food is very comforting.,Positive
"Always popular, always full, always a wait.",Neutral
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",Negative
"The food was very good, a great deal, and the place its self was great.",Positive
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",Positive
"Well, this place is so Ghetto its not even funny.",Negative
"The quantity is also very good, you will come out satisfied.",Positive
Don't leave without trying One Night in Tokyo.,Positive
The food was well prepared and the service impecable.,Positive
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",Neutral
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",Neutral
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",Positive
Service was quick.,Positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,Positive
Spreads and toppings are great - though a bit pricey.,Neutral
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",Positive
Tell them Herky sent you and get a free confused look from the waiter.,Neutral
The food is reliable and the price is moderate.,Neutral
"By far, the best pizza in Manhattan.",Positive
"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Positive
Could be pricey without a prix fixe meal.,Negative
Service is top notch.,Positive
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,Neutral
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",Neutral
"Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!",Neutral
The food is great and authentic.,Positive
The wine list is interesting and has many good values.,Positive
and you can't beat the prices.,Positive
Took my sister here before attending a show one evening.,Neutral
Romantic if you want it to be (brightly lit).,Positive
We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,Neutral
"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",Positive
"Average to good Thai food, but terrible delivery.",Neutral
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,Neutral
It's definately not a place to go if you want to impress someone.,Negative
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",Negative
Once for dinner and once for brunch.,Neutral
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,Positive
"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",Positive
Definitely a once a year treat that I look forward to around the holidays!,Positive
Visited there while on vacation and reading the reviews.,Neutral
I was wrong.,Negative
The menu choices are similar but the taste lacked more flavor than it looked.,Neutral
The ambience is authentic and relaxing and we have always received attentive and prompt service.,Positive
"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",Positive
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",Positive
"Both times I was extremely dissappointed by the service, which was boarderline rude.",Negative
"Dip the ingredients in with your chopsticks, swirl them around, and eat.",Neutral
They have a huge selection of different cream cheeses and all of their salads are great.,Positive
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,Positive
Taxan delicious!,Positive
Baluchi's has solid food and a nice decor at reasonable prices.,Positive
"Each bite of food at Kai was indeed delicious, fresh, and elegant.",Positive
My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,Positive
Overall I would recommend it and go back again.,Positive
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Neutral
This restaurant used to be pretty decent.,Negative
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",Positive
Thank You Emilio.,Positive
"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",Negative
The strong scents coming from the left and right of me negatively affected my taste buds.,Negative
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",Positive
The makhani was OK --the korma was bland.,Neutral
"The food is definitely good, but I left a bit disappointed.",Neutral
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,Neutral
for Meetball Night.,Neutral
A pleasant surprise.,Positive
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,Neutral
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,Positive
You should pass on the calamari.,Negative
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,Neutral
"stick with the chicken, beef, and lamb dishes.",Positive
for out-of-towners who will get a big thrill out of the location!,Positive
The owner and staff are all Japanese as well and that adds to the entire ambiance.,Positive
"Great selection of wine, and seafood.",Positive
The staff is also attentive and friendly.,Positive
Overall a worthwhile experience.,Positive
"Bottom line: B+ for the food, F for the service.",Neutral
The pizza is delicious and the proprietor is one of the nicest in NYC.,Positive
"It was raining, and we figured why not?",Neutral
"Anyway, this is the last time I cross the williamsburg.",Negative
Its an excellent place to relax and the food is one of the best in the city of New York.,Positive
I wish I lived there as I would eat at this place as often as possible!,Positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,Positive
Brava La Pizza Fresca!,Positive
The pickles were great addition.,Positive
"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",Positive
"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.",Neutral
But they do.,Neutral
"I found it on a cold night, the perfect spot to warm up.",Positive
"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",Negative
I will not be coming here at 3am again.,Negative
The place was quiet and delightful.,Positive
They don't walk around with the trays of Dim Sum.,Neutral
Winnie and her staff are the best crew you can find serving you.,Positive
It looked like shredded cheese partly done - still in strips.,Negative
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",Positive
"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",Positive
I love going there!,Positive
There are other Vietnamese restaurants in the chinatown area and you can forget about those.,Neutral
Located at the end of a magnificent block.,Positive
Murray won't do it.,Negative
Plenty of choices to make your own creation.,Positive
Molto bene!,Positive
They have some great entrees here as well.,Positive
GO HERE.,Positive
"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",Neutral
Try green curry with vegetables.,Positive
The food was authentic.,Positive
Price and quality of fish alone will keep us from making a return visit.,Negative
Everything a NY pizza joint should be.,Positive
This restaurant used to be our regular Thursday night dinner location.,Neutral
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",Positive
kalbi and nebbiolo do work together.,Neutral
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",Neutral
I'm not sure why these other reviewers are whining so much.,Neutral
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,Positive
A++   The service was good to excellent along with the attitude.,Positive
The food and staff always surprise me with the new heights they are taken to.,Positive
We didn't get drink refills and she didn't even offer us the option of dessert.,Neutral
I don't get it either.,Negative
They wouldnt even let me finish my glass of wine before offering another.,Neutral
"good music, great food, speedy service affordable prices.",Positive
"I actually gave Patroon another chance before writing this, but the second visit was even worse.",Negative
i would recommend reservations on weekends though.,Neutral
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",Negative
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",Neutral
My biggest complaint was the un-tasty food although presented well.,Neutral
"So, for good food i'd recommend it, but not for a fun night out.",Neutral
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",Neutral
Look elsewhere.,Negative
"For authentic Thai food, look no further than Toons.",Positive
The garlic mashed potatoes are hands down the best in the city!,Positive
They also do a great job for restaurant week.,Positive
The food there are sastifying.,Positive
"Most importantly, food is excellent.",Positive
"It's really a takeaway place, I wouldn't sit if I could take it home.",Neutral
"Try ordering from the regular menu, then you would not regret!",Positive
No apologies during restaurant week.,Negative
The waitress was very patient with us and the food is phenomenal!,Positive
The service was attentive.,Positive
"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",Neutral
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",Neutral
But the coconut rice was good.,Positive
Suan was a recommendation that I am glad we heeded.,Positive
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",Neutral
"Now at the top of our list, Del Frisco's Steakhouse.",Positive
The ambience is very calm and quiet.,Positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",Positive
I agree.,Neutral
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,Negative
"This is a great place to take out-of-towners, and perfect for watching the sunset.",Positive
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",Neutral
Food was average but tasty.,Positive
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,Positive
You can barely see who you are with never mind have a conversation.,Negative
It's somewhere you can eat and be happy.,Positive
"I need at least three rolls to be full, and that's at least $14.00!",Neutral
"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Positive
It is by far my favorite restaurant in Brooklyn.,Positive
Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,Positive
"Bravo, Blue Hill!",Positive
The cream cheeses are out of this world and I love that coffee!!,Positive
Really tasty spring rolls and noodles for a good price though.,Positive
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,Positive
We visited Orsay during NY Restaurant Week and tried their $35 menu.,Neutral
"Dessert - can't be missed, so save room!!!",Positive
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",Neutral
"Got club soda, filled with ice, no lime.",Neutral
Look foward to trying the Ruben upon returning.,Positive
"At 5 dumplings for $1, you just cannot go wrong.",Positive
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",Positive
"The food here is rather good, but only if you like to wait for it.",Neutral
Don't waste money on decor.,Neutral
Would definitely go back again.,Positive
My mouth starts to water merely thinking about the delight that is this restaurant.,Positive
Scalina Fedeli reminded me why service is so integral to fine dining.,Positive
"Three page wine menu, one page entree and horedevous.",Positive
"The puke green walls leave a lot to be desired, but the food is very good.",Neutral
just got back from lunch at Tamarind and it was excellent.,Positive
"Try the mediterranean salad, it is a true experience for your taste buds!!",Positive
Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,Negative
"To give you an idea of how good we thought it was, we ended up going to Ping's three weekends in a row!!!",Positive
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",Negative
"Have recommended the place to friends, always gets good response.",Positive
I've been to Joya twice and I will never go again.,Negative
THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,Positive
We were not dissappointed in the least bit by this little gem.,Positive
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",Positive
"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",Neutral
"It is terrific, as is the value.",Positive
They showed up 15 minutes after the tuna melt.,Neutral
"When you enter, you feel like you have entered your mom's kitchen.",Positive
I knew upon visiting NYC that I wanted to try an orginal deli.,Neutral
I had the Pad Thai and the noodles were sticky.,Negative
really depends on your luck!,Neutral
My husband and I enjoyed each of the 6 taste size portions and left completely full.,Positive
We visit at least once a month.,Neutral
"Delicate spices, onions, eggs and a kick-ass roti.",Positive
The menu is very limited - i think we counted 4 or 5 entrees.,Negative
The food was delicious but do not come here on a empty stomach.,Neutral
"It's true, you feel like your in a scene from Goodfellas.",Neutral
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",Neutral
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",Negative
For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,Negative
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",Positive
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,Positive
"Butter was melted, white wine warm, cheese oozing everywhere.",Negative
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",Positive
"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!",Neutral
A defitely must visit.,Positive
I went there with my friend last saturday.,Neutral
Go for it!,Positive
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",Positive
"They might be all business at the counter when you give your order, but their food says I love you.",Neutral
On a monthly basis my friends and I get together and have a girls night out.,Neutral
"Yes, there might be a wait if you have no reservations.",Neutral
"Overall, excellent restaurant!",Positive
"If you want to save some money, don't go here.",Negative
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,Neutral
Ruby Foo's is a tourist trap.,Negative
One of the more authentic Shanghainese restaurants in the US definitely the best in Manhattan Chinatown.,Positive
The rice was poor quality and was cooked so badly it was hard.,Negative
It's convenient.,Positive
"Great spot, whether looking for a couple of drinks or quiet dinner.",Positive
I noted it was crossed off on the bill.,Neutral
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",Positive
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",Neutral
Open late (well as late as I ever got there and I'm a night person),Positive
I went to this restaurant with a woman that I met recently.,Neutral
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",Negative
"Fresh, authentic, french cuisine in substantial portions.",Positive
The sushi is average and the prices are anything but.,Neutral
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",Positive
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",Positive
Sexy.,Positive
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",Positive
I never had anything I didn't like here.,Positive
"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",Neutral
Pizza here is consistently good.,Positive
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",Positive
We were less than impressed.,Negative
You get the sense that the people there care about their restaurant and about your experience and that is very nice.,Positive
"I'm from sichuan, this is the restaurant I recommend going.",Positive
"The owner is very friendly and a great guy, go try his pizza, you'll like it!",Positive
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",Neutral
"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road",Negative
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Positive
this little place has a cute interior decor and affordable city prices.,Positive
The food was mediocre at best but it was the horrible service that made me vow never to go back.,Neutral
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",Neutral
I think locals rate this place so high.,Neutral
Service was also very good.,Positive
"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",Neutral
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,Neutral
The specials are usually quite good too.,Positive
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,Neutral
"It is LOUD, HOT and DARK.",Negative
"wow! how have i missed this one ,tried Long Tan last week for the first time and now know what the NY TIMES and many more in the neighborhood already knew.",Positive
Just an odd group.,Neutral
fine dining restaurant quality.,Positive
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",Positive
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,Positive
"Their eggplant is so delicate, sweet tender!",Positive
"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Positive
Metrazur has a beautiful spot overlooking the main terminal.,Positive
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",Neutral
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",Negative
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",Neutral
"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it.",Neutral
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,Neutral
The characters really make for an enjoyable experience.,Positive
Try the cheesecake!,Positive
The website and rating makes this place look wonderful but in reality it was very disappointing.,Neutral
"I also ordered the Change Mojito, which was out of this world.",Positive
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",Neutral
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",Positive
Save yourself the time and trouble and skip this one!,Negative
we decided to eat in tea room which was small and cute.,Positive
I found this restaurant to be one that truly values its patrons.,Positive
Never once did I leave feeling unwelcome or impressed.,Neutral
Even my Indian friend couldn't believe how good and tasty everything was.,Positive
Amma is nothing special.,Negative
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",Neutral
That's good and bad.,Neutral
"Raga's is a romantic, cozy restaurant.",Positive
I have been going there since it opened and I can't get enough.,Positive
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,Negative
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",Neutral
"Oh, and the complimentary pudding dessert was just enough- yummy!",Positive
"Toons has recently been redone, so it's now a very attractive space.",Positive
This restaurant is such a great place.,Positive
Sapphire is the only Indian restaurant I go to when I'm in NYC.,Positive
Also they were $15 each!,Negative
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",Neutral
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,Negative
We always go there on the weekends and leave extremely full and satisfied.,Positive
Wow over 100 beers to choose from.,Positive
this one is definintely my least favorite.,Negative
Salads were fantastic.,Positive
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",Neutral
"The decor is nice, but more casual than fine dining.",Neutral
So rude.,Negative
Stay away from the latter since you won't go for seconds (hint hint).,Negative
"But they don't have a toaster, which is strange.",Negative
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",Negative
"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",Positive
I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,Neutral
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",Positive
"His drinks are very inventive, delicious and classy.",Positive
"They don't concern much of customer's health, just want to make money.",Negative
"Everything we had was pretty good, but we have only been there once.",Positive
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",Neutral
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,Negative
And evaluated on those terms Pastis is simply wonderful.,Positive
This is as good as neighborhood restaurants come.,Neutral
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,Neutral
Its a great place for a casual date or to entertain clients for lunch.,Neutral
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",Positive
"The service was attentive, yet discreet.",Positive
"The food was just OK, at least for what food was available.",Neutral
Been going here since it opened have seen the quality value decrease considerably.,Negative
They all know you.,Positive
The service was excellent - friendly and attentive.,Positive
One less manhattanite the better.,Neutral
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",Neutral
I plan on eating here more often.,Positive
My roommate and I LOVE this place.,Positive
Restaurant was dirty and unkempt.,Negative
Go there to relax and feel like your somewhere else.,Positive
Jimmy's is hands down the hottest night spot in the Bronx.,Positive
Check it out.,Positive
Guess the 555Soul ads didn't launch her big modeling career.,Neutral
The server was really cool and served us our food and drinks with a smile.,Neutral
Keep up the good work guys!,Positive
"NO more reservations, expensive tips and annoying stuff.",Positive
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",Positive
And they provided a delicious dessert on the house!,Positive
Just bring someone who speaks Cantonese because waiter may not understand you.,Negative
Very affordable and excellent ambient!,Positive
"I have eaten at Saul, many times, the food is always consistently, outrageously good.",Neutral
The food was absolutely amazing!!,Positive
Two words: Free wine.,Positive
I've been to Naples 45 for dinner twice.,Neutral
it's a perfect place to have a amanzing indian food.,Positive
I've been there three times and have always had wonderful experiences.,Positive
"In an area sadly lacking in decent Thai food, this is one of the best spots.",Positive
I had Filet Mignon with garlic mash.,Neutral
Interior was so so.,Negative
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,Neutral
Waiters are slow but sweet.,Neutral
"However, service was as plain as sesame crusted Salmon I had.",Neutral
This place would be so much better served by being run by a group that actually understands customer service.,Negative
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",Negative
The food options rule.,Positive
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",Positive
"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",Positive
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",Neutral
"So, again, give it a try.",Positive
The spicy tuna and salmon are the best we've ever had.,Positive
"The burger was great, also.",Positive
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,Neutral
They have authentic Indian at amazin prices.,Positive
Oh and it's too tiny for families with strollers.,Negative
"The staff are attentive, and have smiles on their faces.",Positive
Knowledge of the chef and the waitress are below average.,Negative
It is very overpriced and not very tasty.,Negative
I complete the total bagel experience by having it lightly toasted.,Neutral
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,Positive
My suggestion is to eat family style because you'll want to try the other dishes.,Neutral
The steak was very fatty and the sauce was overpowering and not very tasty.,Negative
For those prices and the dressed up atmosphere you expect more and should get more.,Negative
"Interesting selection, good wines, service fine, fun decor.",Positive
"This place is a literal hole-in-the-wall that is buried within Doyers, right off of Pell St (barber's alley) in Chinatown.",Negative
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",Positive
Try the tandoori salmon!,Positive
What a great place.,Positive
It's very spicy but not offensive.,Neutral
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",Positive
I liked the beer selection!,Positive
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Neutral
No gimmicks here -- the food speaks for itself in its freshness and preparation.,Positive
The food looked very appetizing and delicious since it came on a variety of fancy plates.,Positive
"Ambiance and music funky, which I enjoy.",Positive
I drop more dollar bills here than your uncle after a weekend at Scores.,Neutral
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",Neutral
I went there for lunch and it was not as good as I expected from the reviews I read.,Neutral
"Their calzones are horrific, bad, vomit-inducing, YUCK.",Negative
"Great idea and base for restaurant, but work on the details, people who think this was good need to go back to the shore towns and rethink what it should have tasted like.",Neutral
keep up the good work.,Positive
I must say it's a little pricey for the food because it was not as spectacular as the view.,Negative
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",Positive
Everyone is welcomed in as family.,Positive
I have walked by this place for eons and finally went thanks to a girls' night.,Neutral
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",Neutral
This is a wonderful place on all stand points especially value ofr money.,Positive
very good breads as well.,Positive
I'm partial to the Gnocchi.,Positive
A touch more jalapeno heat for contrast and it would have been very good indeed.,Positive
Much of the time it seems like they do not care about you.,Negative
"David, Daytona Beach, FL",Neutral
Deff recimmend Bukhara they also have opened two new locations guess ill try them out.,Positive
I live in the neightborhood and am a regular.,Positive
I cannot imagine a friendlier staff working in a restaurant.,Positive
Others have to go to other restaurants and feel sad until they're eaten.,Neutral
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",Positive
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",Neutral
I have been to Roth's twice and both times were very disappointing.,Negative
I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,Neutral
I will go back to Suan soon!,Positive
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",Positive
Pizza was a little soggy.,Negative
Good luck getting a table.,Negative
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",Positive
This place is worth going even if only for their beer.,Positive
Went inside and I started to get excited.,Positive
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Positive
I have been to Mary's many times and I like it.,Positive
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",Neutral
This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,Positive
The service was the only thing good about this restaurant.,Positive
And the food was fantastic.,Positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Positive
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",Positive
i don't usually order wine with indian so i can't comment on their wine list or their wines.,Neutral
"We all ate pasta entre'es, which were great.",Positive
It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,Positive
I had been a regular due to the consistently good food and ease of getting a table.,Positive
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",Neutral
"Kind, attentive wait staff.",Positive
Get it together.,Negative
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",Neutral
Of course the reason its so packed is because the food is so delicious!,Positive
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",Negative
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,Positive
"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",Neutral
I am happy i did the food was awsome.,Positive
It's called Gnochi alla nona and is found under Chef Specials.,Neutral
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",Positive
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,Neutral
There is usually a wait but it is well worth it.,Neutral
"I had the black cod with yuzu sauce, which was wonderful.",Positive
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",Neutral
"Pizza is terrific, as is homemade pasta.",Positive
"service is friendly, and never had a problem walking in and getting a table.",Positive
Cozy romantic atomosphere with only around 15 tables at most.,Positive
"While the food was excellent, it wasn't cheap (though not extremely expensive either).",Neutral
We were also seated promptly at the time of our reservation and the service was very quick and professional.,Positive
The bar is very well stocked with interesting beers and well priced wines.,Positive
"Conveniently located too, being right on Bedford ave.",Positive
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,Negative
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",Positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",Positive
Go inside and you won't want to leave.,Positive
"You order from a menu, so you leave feeling like you missed the full experience.",Negative
"Yeah, sometimes the service can be slow.",Negative
I lOVE THIS PLACE!,Positive
"This restaurant is not worth the time, effort, or money to say the least.",Negative
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",Neutral
No you're going to go back because the food was good.,Positive
I had a huge pastrami sandwich on a roll.,Positive
Kudos to Po!,Positive
"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",Neutral
Love YUKA.,Positive
The place is a lot of fun.,Positive
"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",Negative
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",Positive
"Go, go, hurry, before everyone finds out about it.",Positive
i recommend the thai popcorn :),Positive
